chrom,num_fragments,mean,median,min,max
NT_175451.1,159,197.8679245283019,124.0,4,1424
NT_175452.1,177,177.84745762711864,108.0,6,970
NT_175453.1,157,200.6751592356688,148.0,5,1740
NT_175454.1,271,116.36531365313652,75.0,5,766
NT_175455.1,173,182.33526011560693,130.0,7,1610
NT_175456.1,144,219.10416666666666,139.5,4,1365
NT_175457.1,293,122.57337883959045,75.0,5,4470
NT_175458.1,215,146.97674418604652,105.0,5,1059
NT_175459.1,252,245.49603174603175,75.0,5,27072
NT_175460.1,215,148.29302325581395,104.0,5,1162
NT_175461.1,197,162.64467005076142,118.0,4,1167
NT_175462.1,124,271.1209677419355,199.0,6,1891
NT_175463.1,266,122.30451127819549,70.0,4,1323
NT_175464.1,192,167.84375,129.5,5,1068
NT_175465.1,200,160.81,110.5,4,852
NT_175466.1,84,383.9642857142857,301.0,13,1277
NT_175467.1,180,181.66666666666666,120.0,8,758
NT_175468.1,150,215.31333333333333,158.0,4,834
NT_175469.1,144,226.46527777777777,162.5,4,875
NT_175470.1,251,129.27091633466136,81.0,5,950
NT_175471.1,171,189.98245614035088,143.0,6,974
NT_175472.1,191,309.78534031413614,107.0,4,26923
NT_175473.1,170,266.9647058823529,135.0,5,12804
NT_175474.1,263,235.50190114068442,75.0,5,29113
NT_175475.1,191,181.92670157068062,103.0,4,2861
NT_175476.1,205,160.3658536585366,119.0,4,860
NT_175477.1,146,225.23287671232876,147.0,4,1160
NT_175478.1,280,117.88571428571429,82.0,5,782
NT_175479.1,141,235.96453900709218,123.0,6,2018
NT_175480.1,156,243.25,157.5,6,3995
NT_175481.1,276,120.09057971014492,69.5,5,1575
NT_175482.1,126,290.54761904761904,113.0,5,1759
NT_175483.1,162,205.19135802469137,139.5,4,1242
NT_175484.1,170,213.7764705882353,110.5,4,3337
NT_175485.1,143,234.27272727272728,155.0,4,1289
NT_175486.1,239,237.418410041841,75.0,5,22982
NT_175487.1,290,141.1206896551724,70.0,4,6465
NT_175488.1,160,210.08125,134.0,5,1147
NT_175489.1,153,248.90196078431373,139.0,5,4354
NT_175490.1,275,124.36363636363636,75.0,5,545
NT_175491.1,310,110.73870967741935,74.0,5,548
NT_175492.1,97,355.97938144329896,166.0,4,4832
NT_175493.1,203,170.6305418719212,102.0,7,665
NT_175494.1,295,117.45084745762712,75.0,5,774
NT_175495.1,287,285.49477351916374,80.0,5,25982
NT_175496.1,163,213.88343558282207,127.0,7,1954
NT_175497.1,290,120.26206896551724,70.0,4,594
NT_175498.1,186,188.61827956989248,131.0,4,1024
NT_175499.1,174,208.70689655172413,191.5,4,1388
NT_175500.1,136,278.6397058823529,160.0,7,3084
NT_175501.1,306,115.90196078431373,75.0,5,766
NT_175502.1,190,186.87894736842105,103.0,6,1285
NT_175503.1,133,268.5263157894737,211.0,4,1864
NT_175504.1,272,232.44117647058823,100.0,5,28342
NT_175505.1,222,160.54504504504504,100.5,4,842
NT_175506.1,217,164.63133640552996,110.0,4,1250
NT_175507.1,96,401.5,249.5,4,3262
NT_175508.1,215,170.06511627906977,113.0,4,1373
NT_175509.1,151,255.43046357615893,100.0,4,4502
NT_175510.1,127,285.43307086614175,193.0,9,1202
NT_175511.1,153,242.6797385620915,147.0,4,2089
NT_175512.1,179,208.0558659217877,142.0,5,1905
NT_175513.1,154,278.02597402597405,157.0,4,4727
NT_175514.1,238,153.38655462184875,111.0,4,782
NT_175515.1,252,145.94444444444446,112.0,4,989
NT_175516.1,203,181.30049261083744,127.0,2,1411
NT_175517.1,151,251.80794701986756,180.0,4,1385
NT_175518.1,202,183.04455445544554,119.0,4,1451
NT_175519.1,153,281.52287581699346,187.0,6,5504
NT_175520.1,201,277.7562189054726,137.0,4,19015
NT_175521.1,239,263.7112970711297,103.0,4,25959
NT_175522.1,287,237.9268292682927,75.0,5,29816
NT_175523.1,265,202.61509433962263,95.0,4,15444
NT_175524.1,250,151.744,99.0,4,1438
NT_175525.1,267,141.73033707865167,93.0,4,861
NT_175526.1,338,113.57100591715977,75.0,5,544
NT_175527.1,325,122.95384615384616,70.0,5,1806
NT_175528.1,336,113.29761904761905,75.0,5,766
NT_175529.1,321,203.5171339563863,100.0,5,21371
NT_175530.1,319,119.78369905956113,70.0,5,545
NT_175531.1,368,112.2445652173913,63.0,5,3547
NT_175532.1,174,221.316091954023,146.0,9,1284
NT_175533.1,262,147.74809160305344,82.0,5,1918
NT_175534.1,217,182.14285714285714,114.0,4,1461
NT_175535.1,343,113.48104956268222,70.0,5,791
NT_175536.1,233,169.0128755364807,129.0,4,1626
NT_175537.1,174,225.80459770114942,134.0,4,1583
NT_175538.1,189,209.0793650793651,138.0,4,1063
NT_175539.1,196,201.98979591836735,138.5,4,1316
NT_175540.1,219,180.97716894977168,118.0,4,1826
NT_175541.1,342,115.98245614035088,70.0,5,545
NT_175542.1,229,173.48034934497818,114.0,4,1825
NT_175543.1,229,174.1353711790393,115.0,4,1666
NT_175544.1,158,253.3227848101266,178.5,4,1402
NT_175545.1,257,155.92217898832683,104.0,4,2074
NT_175546.1,215,205.94883720930233,93.0,4,5003
NT_175547.1,209,220.32057416267943,130.0,4,6547
NT_175548.1,150,270.66,175.5,4,2078
NT_175549.1,360,114.16944444444445,75.0,5,765
NT_175550.1,234,266.28205128205127,128.0,4,22003
NT_175551.1,289,140.53287197231833,100.0,5,1665
NT_175552.1,180,225.9611111111111,141.5,4,1305
NT_175553.1,350,118.61142857142858,70.0,4,951
NT_175554.1,232,184.18534482758622,115.0,4,1776
NT_175555.1,157,259.8089171974522,175.0,9,1406
NT_175556.1,256,159.36328125,108.5,4,997
NT_175557.1,192,231.06770833333334,164.0,9,3658
NT_175558.1,207,273.4975845410628,145.0,7,15589
NT_175559.1,286,144.54895104895104,99.5,4,2477
NT_175560.1,328,126.73170731707317,55.5,5,1218
NT_175561.1,372,114.77688172043011,76.0,5,1225
NT_175562.1,364,115.01923076923077,75.0,4,880
NT_175563.1,232,180.73275862068965,107.5,5,1278
NT_175564.1,269,155.98513011152417,99.0,4,1678
NT_175565.1,228,213.2017543859649,128.5,4,5793
NT_175566.1,198,213.4848484848485,143.0,5,1771
NT_175567.1,370,117.6891891891892,70.0,4,1430
NT_175568.1,192,221.328125,142.5,4,1280
NT_175569.1,213,274.24413145539904,129.0,6,16403
NT_175570.1,211,201.79146919431278,125.0,4,1233
NT_175571.1,244,213.95491803278688,121.0,5,9669
NT_175572.1,261,164.4022988505747,104.0,4,882
NT_175573.1,280,157.475,99.5,4,1040
NT_175574.1,197,218.21827411167513,140.0,6,1243
NT_175575.1,286,151.04545454545453,107.5,4,1860
NT_175576.1,363,119.00826446280992,75.0,5,561
NT_175577.1,243,184.1604938271605,117.0,6,1713
NT_175578.1,336,129.04464285714286,82.0,5,1568
NT_175579.1,193,244.1658031088083,153.0,5,2792
NT_175580.1,169,292.3786982248521,189.0,4,6236
NT_175581.1,286,152.3986013986014,101.5,4,964
NT_175582.1,381,122.16535433070867,75.0,5,2175
NT_175583.1,242,181.44214876033058,123.0,8,1040
NT_175584.1,275,190.68363636363637,101.0,4,8313
NT_175585.1,405,109.06172839506173,63.0,4,697
NT_175586.1,278,159.55395683453239,108.0,3,926
NT_175587.1,228,194.62280701754386,117.0,4,1337
NT_175588.1,327,180.9113149847095,75.0,5,14864
NT_175589.1,427,104.10304449648712,118.0,4,1629
NT_175590.1,209,212.83253588516746,143.0,4,1364
NT_175591.1,380,120.0421052631579,75.0,5,1105
NT_175592.1,224,220.42410714285714,134.5,5,3942
NT_175593.1,373,122.16085790884719,75.0,5,936
NT_175594.1,386,240.0880829015544,70.0,4,29151
NT_175595.1,264,262.57954545454544,107.5,4,22287
NT_175596.1,286,158.98951048951048,103.0,4,1467
NT_175597.1,193,241.86528497409327,155.0,4,1611
NT_175598.1,286,157.62587412587413,102.5,4,994
NT_175599.1,245,231.05714285714285,118.0,4,11960
NT_175600.1,241,187.82157676348547,126.0,4,1316
NT_175601.1,374,134.63368983957218,82.0,5,4447
NT_175602.1,411,110.42092457420925,63.0,5,885
NT_175603.1,247,183.94331983805668,130.0,4,922
NT_175604.1,243,187.87654320987653,107.0,7,1329
NT_175605.1,253,219.65217391304347,119.0,4,10022
NT_175606.1,180,383.35555555555555,147.5,4,21028
NT_175607.1,393,116.8498727735369,72.0,4,750
NT_175608.1,407,113.03931203931204,71.0,5,903
NT_175609.1,201,251.81094527363183,151.0,5,4542
NT_175610.1,282,163.81914893617022,108.5,4,1743
NT_175611.1,275,171.26545454545453,106.0,4,1358
NT_175612.1,270,266.18888888888887,121.0,4,22679
NT_175613.1,303,154.43234323432344,75.0,5,1575
NT_175614.1,208,226.65865384615384,136.0,6,1568
NT_175615.1,351,204.8860398860399,75.0,5,23695
NT_175616.1,270,174.3740740740741,97.5,5,1701
NT_175617.1,296,158.15878378378378,117.0,6,785
NT_175618.1,364,128.92582417582418,82.0,5,1046
NT_175619.1,392,175.18112244897958,75.0,5,21146
NT_175620.1,382,123.93193717277487,78.5,5,1421
NT_175621.1,238,198.5420168067227,126.0,4,1133
NT_175622.1,412,115.87135922330097,71.0,5,649
NT_175623.1,197,243.16751269035532,166.0,4,1243
NT_175624.1,193,249.25906735751295,188.0,4,1524
NT_175625.1,276,175.22101449275362,119.0,5,1407
NT_175626.1,239,243.31799163179917,137.0,4,10268
NT_175627.1,432,111.76851851851852,72.0,5,813
NT_175628.1,221,218.8054298642534,141.0,4,1703
NT_175629.1,425,113.78823529411764,75.0,4,750
NT_175630.1,235,206.4340425531915,143.0,4,2403
NT_175631.1,329,148.6322188449848,103.0,1,731
NT_175632.1,242,203.16528925619835,143.5,4,939
NT_175633.1,320,153.65,89.0,4,1118
NT_175634.1,283,173.86572438162545,106.0,4,1463
NT_175635.1,190,259.16315789473686,165.5,4,1689
NT_175636.1,286,236.3881118881119,111.0,4,18489
NT_175637.1,239,221.56903765690376,157.0,4,4134
NT_175638.1,173,286.2774566473988,129.0,4,1446
NT_175639.1,340,145.7941176470588,102.0,4,776
NT_175640.1,268,266.7686567164179,143.5,4,19073
NT_175641.1,305,163.28524590163934,106.0,4,1626
NT_175642.1,434,114.78801843317973,70.0,5,595
NT_175643.1,236,260.04661016949154,155.5,4,11426
NT_175644.1,419,119.92840095465394,75.0,4,690
NT_175645.1,330,176.9151515151515,104.0,4,8078
NT_175646.1,450,112.58888888888889,70.0,5,593
NT_175647.1,439,115.83599088838268,70.0,5,664
NT_175648.1,436,119.80045871559633,75.0,5,1338
NT_175649.1,320,160.4875,87.0,4,1064
NT_175650.1,294,186.343537414966,127.0,7,4027
NT_175651.1,259,199.3783783783784,126.0,5,1273
NT_175652.1,176,337.60227272727275,168.5,2,5799
NT_175653.1,466,150.14163090128756,75.0,5,17337
NT_175654.1,312,167.24358974358975,114.0,4,2144
NT_175655.1,264,198.4431818181818,125.5,4,1727
NT_175656.1,480,136.75208333333333,68.5,5,13335
NT_175657.1,441,121.27210884353741,74.0,5,1869
NT_175658.1,362,145.97237569060775,100.0,4,1303
NT_175659.1,251,301.0956175298805,141.0,6,15762
NT_175660.1,458,204.67248908296943,70.0,5,20027
NT_175661.1,444,174.1509009009009,75.0,5,23021
NT_175662.1,284,200.70070422535213,144.0,4,2097
NT_175663.1,318,188.19811320754718,121.0,4,5570
NT_175664.1,469,115.41791044776119,69.0,5,982
NT_175665.1,322,202.23291925465838,113.5,4,11794
NT_175666.1,416,220.63942307692307,84.5,5,31363
NT_175667.1,407,191.65847665847667,100.0,5,23739
NT_175668.1,475,178.7536842105263,74.0,4,30175
NT_175669.1,282,194.38297872340425,131.0,5,1332
NT_175670.1,478,114.82635983263599,75.0,5,607
NT_175671.1,345,159.82028985507247,110.0,4,862
NT_175672.1,331,166.48338368580062,110.0,4,1693
NT_175673.1,300,245.94666666666666,105.0,4,18303
NT_175674.1,340,163.7264705882353,109.5,4,1169
NT_175675.1,461,168.76572668112797,75.0,4,21168
NT_175676.1,475,137.2084210526316,75.0,4,5508
NT_175677.1,261,217.11111111111111,159.0,6,1420
NT_175678.1,487,127.90554414784394,75.0,5,5286
NT_175679.1,412,137.20873786407768,91.5,4,774
NT_175680.1,226,250.63716814159292,160.5,4,1743
NT_175681.1,300,206.40666666666667,111.0,4,5234
NT_175682.1,441,151.32879818594105,82.0,5,10124
NT_175683.1,290,196.13793103448276,142.5,4,2072
NT_175684.1,324,177.69753086419752,118.5,4,1745
NT_175685.1,479,172.01043841336116,75.0,4,20747
NT_175686.1,478,121.03556485355648,70.5,5,1338
NT_175687.1,249,278.8955823293173,134.0,4,11939
NT_175688.1,250,234.02,165.0,4,1601
NT_175689.1,555,131.1945945945946,63.0,4,14860
NT_175690.1,561,115.90730837789661,69.0,5,6824
NT_175691.1,362,161.1988950276243,108.0,4,945
NT_175692.1,338,174.68047337278105,113.0,4,1359
NT_175693.1,524,112.06106870229007,75.0,5,545
NT_175694.1,356,165.12640449438203,108.5,4,1650
NT_175695.1,212,277.311320754717,206.0,4,1423
NT_175696.1,541,124.63031423290204,68.0,5,5225
NT_175697.1,415,143.16626506024096,82.0,5,923
NT_175698.1,524,113.66221374045801,70.0,4,647
NT_175699.1,504,120.71428571428571,82.0,5,845
NT_175700.1,301,199.53488372093022,127.0,5,1582
NT_175701.1,284,212.70070422535213,145.5,4,1316
NT_175702.1,310,195.13225806451612,113.0,4,1728
NT_175703.1,386,157.77461139896374,111.5,4,1324
NT_175704.1,290,210.59310344827585,143.5,4,1940
NT_175705.1,356,171.86516853932585,118.0,4,1209
NT_175706.1,288,232.65972222222223,149.0,5,6266
NT_175707.1,338,186.82248520710058,101.0,4,1812
NT_175708.1,340,180.7764705882353,123.5,4,1722
NT_175709.1,522,117.79693486590038,75.0,5,750
NT_175710.1,507,202.3905325443787,74.0,5,28279
NT_175711.1,369,181.36043360433604,105.0,4,3602
NT_175712.1,544,115.70220588235294,68.0,4,2297
NT_175713.1,382,167.4895287958115,86.5,4,1699
NT_175714.1,628,109.80414012738854,63.0,5,5635
NT_175715.1,558,113.34587813620071,75.0,5,797
NT_175716.1,493,128.63286004056795,75.0,5,2316
NT_175717.1,520,149.075,72.5,5,7785
NT_175718.1,179,357.75418994413405,268.0,7,1276
NT_175719.1,550,122.32545454545455,75.0,5,2913
NT_175720.1,305,231.48196721311476,154.0,4,4987
NT_175721.1,372,174.26344086021504,100.0,4,2056
NT_175722.1,353,228.96033994334277,118.0,4,11196
NT_175723.1,385,168.87792207792208,108.0,4,1316
NT_175724.1,306,270.1830065359477,160.5,4,14127
NT_175725.1,331,198.44410876132932,129.0,4,1470
NT_175726.1,343,190.12244897959184,122.0,4,1492
NT_175727.1,441,147.59410430839003,81.0,4,1218
NT_175728.1,382,170.9607329842932,110.0,4,1334
NT_175729.1,603,108.80431177446103,69.0,5,545
NT_175730.1,379,181.68601583113457,104.0,5,3562
NT_175731.1,279,304.64516129032256,172.0,4,19157
NT_175732.1,200,334.52,219.0,4,2657
NT_175733.1,357,277.3053221288515,145.0,4,18535
NT_175734.1,596,112.06375838926175,70.0,5,594
NT_175735.1,305,294.2295081967213,155.0,4,17251
NT_175736.1,410,173.78780487804877,109.0,4,3661
NT_175737.1,258,268.86821705426354,190.5,5,1674
NT_175738.1,313,221.87859424920129,137.0,4,2995
NT_175739.1,574,147.50871080139373,70.0,5,16144
NT_175740.1,588,116.63095238095238,75.0,5,994
NT_175741.1,565,151.43185840707966,75.0,5,17851
NT_175742.1,469,187.21748400852877,100.0,5,13267
NT_175743.1,529,145.3289224952741,82.0,5,8036
NT_175744.1,353,196.8356940509915,124.0,4,2629
NT_175745.1,352,203.73579545454547,123.5,5,3060
NT_175746.1,451,194.6031042128603,100.0,4,19342
NT_175747.1,388,198.67268041237114,102.0,4,8275
NT_175748.1,322,237.8944099378882,132.0,5,6639
NT_175749.1,594,116.97811447811448,70.0,5,916
NT_175750.1,366,190.41803278688525,117.0,4,1437
NT_175751.1,341,204.4516129032258,134.0,4,1432
NT_175752.1,339,216.27433628318585,130.0,4,3449
NT_175753.1,537,131.75791433891993,75.0,5,1074
NT_175754.1,424,166.0566037735849,107.0,4,1137
NT_175755.1,357,200.47619047619048,131.0,4,1474
NT_175756.1,437,161.93363844393593,114.0,4,987
NT_175757.1,587,135.18057921635435,75.0,5,8237
NT_175758.1,344,206.2325581395349,132.5,4,1620
NT_175759.1,464,153.8706896551724,96.5,4,1273
NT_175760.1,219,345.1826484018265,167.0,4,5557
NT_175761.1,321,333.58878504672896,151.0,5,23253
NT_175762.1,317,230.5583596214511,157.0,4,1137
NT_175763.1,313,232.22683706070288,159.0,4,1418
NT_175764.1,395,185.68354430379748,122.0,4,1557
NT_175765.1,415,176.04819277108433,112.0,4,1605
NT_175766.1,235,324.26808510638296,225.0,4,3416
NT_175767.1,438,169.31278538812785,116.5,4,1202
NT_175768.1,388,191.22164948453607,128.5,4,1446
NT_175769.1,328,228.35670731707316,132.0,4,1723
NT_175770.1,663,113.38009049773756,63.0,5,887
NT_175771.1,442,181.8733031674208,126.0,6,5376
NT_175772.1,430,175.85581395348837,114.0,4,2853
NT_175773.1,344,227.59883720930233,155.0,4,3367
NT_175774.1,516,154.43992248062017,102.0,5,2141
NT_175775.1,487,157.4476386036961,110.0,4,1625
NT_175776.1,407,188.1056511056511,126.0,4,1746
NT_175777.1,669,132.101644245142,75.0,5,11540
NT_175778.1,606,129.78547854785478,82.0,5,1072
NT_175779.1,503,155.3061630218688,98.0,4,1627
NT_175780.1,437,180.55606407322654,123.0,4,1394
NT_175781.1,611,147.29459901800328,100.0,5,11407
NT_175782.1,407,595.2457002457003,129.0,5,162879
NT_175783.1,534,158.91011235955057,99.0,5,5315
NT_175784.1,521,153.66794625719768,112.0,4,981
NT_175785.1,714,138.01960784313727,69.0,5,18531
NT_175786.1,487,205.35728952772075,110.0,4,20134
NT_175787.1,638,149.85109717868337,70.0,2,8353
NT_175788.1,440,182.71136363636364,129.0,5,1654
NT_175789.1,467,172.4389721627409,113.0,4,1694
NT_175790.1,702,115.91880341880342,63.0,4,1556
NT_175791.1,484,170.86570247933884,114.0,4,1324
NT_175792.1,352,238.41477272727272,143.0,4,2527
NT_175793.1,486,169.76131687242798,107.5,4,1503
NT_175794.1,611,138.80687397708675,82.0,5,1710
NT_175795.1,534,159.4176029962547,108.0,4,1572
NT_175796.1,471,179.20169851380044,119.0,4,1691
NT_175797.1,490,198.16326530612244,111.0,4,6278
NT_175798.1,424,198.6556603773585,129.0,4,2194
NT_175799.1,540,156.51296296296297,94.0,4,1668
NT_175800.1,502,168.93625498007967,106.5,4,1637
NT_175801.1,429,198.54079254079255,130.0,4,1317
NT_175802.1,770,198.51688311688312,75.0,5,29160
NT_175803.1,555,156.57297297297296,101.0,4,2463
NT_175804.1,356,242.37921348314606,164.5,4,1567
NT_175805.1,369,245.84552845528455,152.0,4,4885
NT_175806.1,479,185.14613778705638,108.0,4,2971
NT_175807.1,546,162.1135531135531,104.0,4,3485
NT_175808.1,449,195.17371937639197,124.0,4,1378
NT_175809.1,500,176.04,105.0,4,2264
NT_175810.1,735,154.06802721088437,75.0,5,13003
NT_175811.1,557,158.3734290843806,112.0,4,946
NT_175812.1,431,206.51508120649652,122.0,4,2326
NT_175813.1,782,126.98593350383632,69.0,5,9901
NT_175814.1,759,116.82872200263505,75.0,5,628
NT_175815.1,394,284.7258883248731,153.5,4,20028
NT_175816.1,509,195.42436149312377,126.0,4,7871
NT_175817.1,803,116.06351183063512,63.0,5,1718
NT_175818.1,470,193.56382978723406,125.0,6,944
NT_175819.1,758,137.967018469657,75.0,5,12540
NT_175820.1,544,170.7058823529412,112.5,4,1145
NT_175821.1,386,246.67098445595855,154.0,4,2655
NT_175822.1,756,151.5978835978836,75.0,5,17292
NT_175823.1,353,263.6912181303116,197.0,4,1836
NT_175824.1,574,162.33101045296166,99.5,4,1511
NT_175825.1,407,231.85995085995086,148.0,4,1290
NT_175826.1,588,162.2908163265306,104.5,4,1082
NT_175827.1,435,220.54252873563217,135.0,4,2217
NT_175828.1,601,187.36272878535775,104.0,4,17904
NT_175829.1,558,171.63799283154123,110.5,4,1242
NT_175830.1,407,293.77886977886976,150.0,4,11423
NT_175831.1,745,177.43355704697987,82.0,4,28673
NT_175832.1,455,232.47912087912087,149.0,4,10024
NT_175833.1,337,295.0148367952522,196.0,6,2373
NT_175834.1,486,201.91769547325103,142.0,4,2002
NT_175835.1,525,242.1561904761905,117.0,4,27370
NT_175836.1,899,117.73414905450501,69.0,5,6112
NT_175837.1,780,133.96923076923076,70.0,4,6606
NT_175838.1,407,243.53808353808353,146.0,4,2047
NT_175839.1,541,196.19593345656193,122.0,4,8085
NT_175840.1,600,167.94,106.0,4,2348
NT_175841.1,522,226.33908045977012,131.0,4,19137
NT_175842.1,792,181.0252525252525,69.0,4,32821
NT_175843.1,581,172.28571428571428,106.0,4,1308
NT_175844.1,624,160.47435897435898,101.5,4,2079
NT_175845.1,549,182.8306010928962,121.0,4,1224
NT_175846.1,915,110.12677595628415,69.0,4,780
NT_175847.1,481,219.0914760914761,154.0,4,5411
NT_175848.1,549,214.224043715847,115.0,4,17008
NT_175849.1,830,149.93855421686746,74.0,4,23605
NT_175850.1,530,191.06603773584905,118.5,4,2868
NT_175851.1,790,153.05443037974683,75.0,5,12358
NT_175852.1,436,233.27981651376146,171.0,4,1652
NT_175853.1,574,179.3780487804878,113.0,4,2026
NT_175854.1,733,196.5457025920873,75.0,4,20821
NT_175855.1,483,213.03726708074535,144.0,4,2259
NT_175856.1,621,179.46537842190017,109.0,4,9073
NT_175857.1,884,117.06787330316742,70.0,4,782
NT_175858.1,598,175.7257525083612,114.0,4,1306
NT_175859.1,634,166.44006309148264,105.5,4,1880
NT_175860.1,497,256.2273641851107,148.0,4,18254
NT_175861.1,534,206.43820224719101,139.0,4,4110
NT_175862.1,933,121.59056806002144,69.0,4,4167
NT_175863.1,459,259.48366013071893,177.0,2,11695
NT_175864.1,509,219.43811394891944,121.0,6,2345
NT_175865.1,717,150.98047419804743,87.0,5,2383
NT_175866.1,680,159.08382352941177,110.0,4,953
NT_175867.1,565,191.63716814159292,128.0,4,1757
NT_175868.1,915,119.74972677595629,70.0,5,547
NT_175869.1,912,143.5438596491228,82.0,5,21230
NT_175870.1,537,206.9217877094972,145.0,4,1639
NT_175871.1,894,145.61744966442953,82.0,4,11597
NT_175872.1,626,181.98242811501598,118.0,4,2001
NT_175873.1,661,172.87594553706506,123.0,4,1444
NT_175874.1,659,173.62518968133534,113.0,4,1333
NT_175875.1,607,188.56177924217462,132.0,4,2477
NT_175876.1,1027,123.72833495618306,69.0,4,12354
NT_175877.1,944,121.91949152542372,75.0,5,829
NT_175878.1,838,157.13365155131265,80.0,4,12282
NT_175879.1,694,167.76801152737752,113.5,4,1265
NT_175880.1,655,180.06106870229007,108.0,4,1876
NT_175881.1,470,300.22340425531917,153.0,4,13294
NT_175882.1,586,201.35836177474403,122.5,4,3081
NT_175883.1,749,157.69425901201603,102.0,4,1491
NT_175884.1,667,177.1289355322339,87.0,7,870
NT_175885.1,724,164.2085635359116,116.5,4,1221
NT_175886.1,726,173.32231404958677,109.0,4,6892
NT_175887.1,771,156.71076523994813,105.0,4,1611
NT_175888.1,746,178.24128686327077,101.0,4,11960
NT_175889.1,713,172.53856942496495,112.0,4,1371
NT_175890.1,821,149.91595615103532,100.0,4,977
NT_175891.1,750,175.85333333333332,105.0,4,8312
NT_175892.1,778,159.39974293059126,110.0,2,1722
NT_175893.1,733,169.8281036834925,123.0,4,1131
NT_175894.1,576,217.01041666666666,144.0,4,2385
NT_175895.1,1171,132.0922288642186,63.0,4,13963
NT_175896.1,553,227.29475587703436,149.0,4,1465
NT_175897.1,523,252.97705544933078,179.0,1,5662
NT_175898.1,630,258.731746031746,148.0,4,18773
NT_175899.1,1162,108.5223752151463,66.0,4,887
NT_175900.1,680,187.18676470588235,125.5,4,1628
NT_175901.1,769,177.28088426527958,112.0,4,9137
NT_175902.1,696,185.20689655172413,114.5,4,2128
NT_175903.1,509,258.9705304518664,182.0,4,3350
NT_175904.1,1135,145.9409691629956,75.0,4,30009
NT_175905.1,684,196.046783625731,121.0,4,2865
NT_175906.1,805,165.12173913043478,111.0,4,1284
NT_175907.1,705,188.49219858156027,130.0,4,1591
NT_175908.1,467,287.6423982869379,170.0,5,2152
NT_175909.1,1022,131.39432485322897,70.0,4,2791
NT_175910.1,463,342.96112311015116,199.0,4,22209
NT_175911.1,767,179.60234680573663,112.0,4,3235
NT_175912.1,788,270.66243654822335,114.0,4,77156
NT_175913.1,571,298.2189141856392,168.0,4,25274
NT_175914.1,825,191.1381818181818,112.0,4,20289
NT_175915.1,632,229.67879746835442,129.0,4,5422
NT_175916.1,867,159.71510957324105,109.0,4,1726
NT_175917.1,1142,121.20490367775832,75.0,5,1280
NT_175918.1,1204,119.19601328903654,75.0,5,4085
NT_175919.1,822,169.7469586374696,109.0,4,1504
NT_175920.1,669,209.37070254110614,150.0,4,1013
NT_175921.1,829,198.02533172496985,110.0,4,14579
NT_175922.1,1167,194.2630676949443,75.0,4,27727
NT_175923.1,1215,149.57366255144032,74.0,4,27660
NT_175924.1,766,185.28067885117494,122.5,4,1747
NT_175925.1,675,219.58814814814815,147.0,4,4196
NT_175926.1,1255,113.80796812749004,63.0,5,806
NT_175927.1,780,190.07435897435897,117.5,4,3025
NT_175928.1,700,223.79714285714286,154.0,4,12590
NT_175929.1,665,246.10526315789474,145.0,4,7184
NT_175930.1,846,172.12765957446808,110.0,4,1451
NT_175931.1,723,203.33609958506224,128.0,4,1522
NT_175932.1,1197,143.41771094402674,75.0,4,19849
NT_175933.1,1223,124.11610793131644,75.0,5,6494
NT_175934.1,728,217.71153846153845,130.0,4,7765
NT_175935.1,862,179.4199535962877,114.5,4,8911
NT_175936.1,910,162.4989010989011,101.0,4,1720
NT_175937.1,1261,117.6629659000793,75.0,5,1443
NT_175938.1,610,248.50819672131146,170.0,4,1658
NT_175939.1,1304,119.94478527607362,69.0,4,3541
NT_175940.1,751,208.6138482023968,125.0,4,6466
NT_175941.1,906,170.67991169977924,110.0,4,3784
NT_175942.1,957,158.93730407523512,76.0,4,1632
NT_175943.1,918,186.0239651416122,106.5,4,16371
NT_175944.1,952,175.48949579831933,110.0,4,13735
NT_175945.1,896,184.51785714285714,115.0,4,6358
NT_175946.1,944,173.22669491525423,113.0,4,8112
NT_175947.1,979,165.99182839632277,108.0,4,3461
NT_175948.1,905,174.62541436464087,118.0,4,1571
NT_175949.1,671,235.02980625931446,164.0,4,1417
NT_175950.1,943,184.67656415694591,109.0,4,14886
NT_175951.1,928,172.84159482758622,113.5,5,1588
NT_175952.1,821,219.10718635809988,131.0,4,19845
NT_175953.1,897,180.2396878483835,122.0,4,1752
NT_175954.1,700,235.1057142857143,144.5,4,2770
NT_175955.1,753,227.0756972111554,151.0,4,8946
NT_175956.1,942,172.36411889596602,105.0,4,2096
NT_175957.1,922,180.17462039045554,122.0,4,1620
NT_175958.1,1270,138.58425196850393,82.0,4,9765
NT_175959.1,1004,167.64043824701196,106.5,4,1078
NT_175960.1,929,181.79440258342302,118.0,4,2079
NT_175961.1,997,174.98595787362086,111.0,4,2158
NT_175962.1,1037,166.8042430086789,117.0,4,1513
NT_175963.1,947,183.72439281942977,121.0,4,1849
NT_175964.1,1080,162.2324074074074,80.5,4,1630
NT_175965.1,1052,171.45152091254752,107.0,4,6023
NT_175966.1,957,184.52351097178683,124.0,4,1958
NT_175967.1,1040,171.40673076923076,112.5,4,2307
NT_175968.1,949,195.93888303477345,121.0,4,3741
NT_175969.1,1073,166.94687791239517,105.0,4,1905
NT_175970.1,983,184.62461851475075,114.0,4,2654
NT_175971.1,1039,175.61020211742058,118.0,4,1912
NT_175972.1,752,243.4840425531915,171.0,4,1718
